"","i","R","P","Gene","FDR","syngo","ENSG"
"11718",11718,0.130553855237742,0.0377858543653338,"CLEC4A",0.0806243277724814,FALSE,"ENSG00000111729"
"11719",11719,0.0975646579511869,0.0937734525616879,"POU5F1P3",0.16135581612859,FALSE,"ENSG00000235602"
"11720",11720,-0.320522935653099,8.79504645738551e-07,"FAM66C",1.07704332688056e-05,FALSE,"ENSG00000226711"
"11721",11721,0.00910067800056701,0.451541038858984,"RP11-266K4.1",0.470890127459763,FALSE,"ENSG00000244050"
"11722",11722,-0.0368862963157424,0.31059045398881,"FAM90A1",0.373492487038226,FALSE,"ENSG00000171847"
"11723",11723,-0.105842248197144,0.0760552890760876,"FAM86FP",0.137402160925651,FALSE,"ENSG00000164845"
"11724",11724,-0.0924184345088982,0.106175596023638,"RP11-266K4.9",0.17649004396908,FALSE,"ENSG00000215241"
"11725",11725,-0.0930109687550186,0.10469196555408,"LINC00937",0.174675746747031,FALSE,"ENSG00000226091"
"11726",11726,0.0669366461705587,0.184171401839798,"RP11-113C12.4",0.262839582308288,FALSE,"ENSG00000256552"
"11727",11727,0.00901841396324123,0.451977015052943,"RPS3AP43",0.471167495244043,FALSE,"ENSG00000242661"
"11728",11728,0.185806821208849,0.00501462260216148,"CLEC4E",0.0159704915278133,FALSE,"ENSG00000166523"
"11729",11729,0.08055133881887,0.139018007683617,"MFAP5",0.214641229455955,FALSE,"ENSG00000197614"
"11730",11730,0.299639295195011,5.30536073859398e-06,"RIMKLB",5.01702591584431e-05,FALSE,"ENSG00000166532"
"11731",11731,0.105856194010444,0.0760276841698757,"RP11-20D14.6",0.137364691669455,FALSE,"ENSG00000249790"
"11732",11732,0.29255602121552,9.32384907625629e-06,"A2ML1",8.13651199371515e-05,FALSE,"ENSG00000166535"
"11733",11733,-0.0755461304686356,0.154686165592641,"PHC1",0.23195969525695,FALSE,"ENSG00000111752"
"11734",11734,-0.104304947349424,0.0791437590290111,"M6PR",0.141639085785754,FALSE,"ENSG00000003056"
"11735",11735,-0.093819382365317,0.102691320761594,"KLRG1",0.172329195608814,FALSE,"ENSG00000139187"
"11736",11736,-0.0446225912763711,0.274853010443442,"LINC00612",0.344685932500206,FALSE,"ENSG00000214851"
"11737",11737,0.00323078271641957,0.482760937646525,"A2M-AS1",0.490307905913458,FALSE,"ENSG00000245105"
"11738",11738,0.119124597831656,0.0529692757917388,"A2M",0.104575619026208,FALSE,"ENSG00000175899"
"11739",11739,-0.0464204622155585,0.266837911508136,"PZP",0.338112524933074,FALSE,"ENSG00000126838"
"11740",11740,-0.0409894222359683,0.291391549277188,"A2MP1",0.358112094132715,FALSE,"ENSG00000256069"
"11741",11741,-0.106235575674925,0.0752795502460977,"LINC00987",0.13642704438641,FALSE,"ENSG00000237248"
"11742",11742,-0.0839527397177455,0.128988877937684,"RP11-22B23.1",0.203839884980993,FALSE,"ENSG00000111788"
"11743",11743,0.0977898084701741,0.093255565503495,"DDX12P",0.16087971943486,FALSE,"ENSG00000214826"
"11744",11744,0.0761265973275445,0.152813427473238,"RP11-726G1.1",0.229892239962371,FALSE,"ENSG00000214776"
"11745",11745,0.106980409700096,0.073826574427204,"RP11-705C15.2",0.134480633071311,FALSE,"ENSG00000256594"
"11746",11746,0.0421063399860757,0.286259685405081,"RP11-705C15.3",0.353989430464861,FALSE,"ENSG00000257027"
"11747",11747,0.00370982518254032,0.480206722628477,"CLEC2D",0.488606555466075,FALSE,"ENSG00000069493"
"11748",11748,0.026299140738435,0.362380864757585,"RP11-75L1.2",0.412658838140181,FALSE,"ENSG00000213443"
"11749",11749,0.288795864656261,1.24666388269573e-05,"CD69",0.000104594315692837,FALSE,"ENSG00000110848"
"11750",11750,-0.0237625330618043,0.375204298022738,"KLRF1",0.420890122403575,FALSE,"ENSG00000150045"
"11751",11751,0.345804975719171,7.40333237094649e-08,"CLEC2B",1.32150473454629e-06,FALSE,"ENSG00000110852"
"11752",11752,0.0506138607892105,0.248598552482555,"AC091814.2",0.322702370105477,FALSE,"ENSG00000225231"
"11753",11753,0.0594931362688849,0.212205751904619,"CLEC9A",0.290340997990525,FALSE,"ENSG00000197992"
"11754",11754,0.339644935727378,1.39800295568165e-07,"CLEC1A",2.26018883170316e-06,FALSE,"ENSG00000150048"
"11755",11755,0.275044443957786,3.4312301663804e-05,"CLEC7A",0.000245649072018861,FALSE,"ENSG00000172243"
"11756",11756,0.158680646409077,0.0147089989310626,"OLR1",0.0381450322201351,FALSE,"ENSG00000173391"
"11757",11757,-0.343117424818966,9.79616001334075e-08,"GABARAPL1",1.6696862169246e-06,FALSE,"ENSG00000139112"
"11758",11758,0.0986280799310244,0.0913453729618797,"KLRD1",0.158397729716883,FALSE,"ENSG00000134539"
"11759",11759,-0.0042428269501873,0.477365728381293,"RP11-277P12.20",0.486764456273447,FALSE,"ENSG00000245648"
"11760",11760,0.00521803255401006,0.4721706854543,"KLRK1",0.483948953334044,FALSE,"ENSG00000213809"
"11761",11761,-0.0470159855818512,0.264208419392544,"KLRC4",0.3360972963792,FALSE,"ENSG00000183542"
"11762",11762,-0.0771889999353688,0.149423670008261,"KLRC3",0.226033235323957,FALSE,"ENSG00000205810"
"11763",11763,-0.135065884202925,0.0328374059220293,"KLRC2",0.0724290666335766,FALSE,"ENSG00000205809"
"11764",11764,-0.0741037242107581,0.159402963082505,"KLRC1",0.236831993709603,FALSE,"ENSG00000134545"
"11765",11765,0.0248257611152763,0.369812162031048,"EIF2S3L",0.417366898067838,FALSE,"ENSG00000180574"
"11766",11766,-0.137087208001156,0.030795404081257,"KLRAP1",0.0689897039482706,FALSE,"ENSG00000256667"
"11767",11767,0.00398461309393572,0.478741923993151,"MAGOHB",0.487705297872677,FALSE,"ENSG00000111196"
"11768",11768,0.481209099828143,2.68676600706245e-17,"YBX3",4.37090957734306e-15,FALSE,"ENSG00000060138"
"11769",11769,-0.08033651381743,0.139668200553166,"PRR4",0.215332248398666,FALSE,"ENSG00000111215"
"11770",11770,0.0248347712921188,0.36976657103419,"TAS2R10",0.417365320382493,FALSE,"ENSG00000121318"
"11771",11771,-0.0239202767176703,0.374402785912813,"TAS2R14",0.420273743190586,FALSE,"ENSG00000212127"
"11772",11772,0.00185890666236024,0.490079104021263,"TAS2R15",0.494178737727548,FALSE,"ENSG00000212125"
"11773",11773,0.226393585000469,0.000705058938816388,"TAS2R20",0.00310617115053191,FALSE,"ENSG00000255837"
"11774",11774,0.141018407990041,0.0271160429434233,"TAS2R19",0.062417119440688,FALSE,"ENSG00000212124"
"11775",11775,0.0304239666095282,0.341849017927524,"TAS2R31",0.39774385676996,FALSE,"ENSG00000256436"
"11776",11776,-0.0821171419460989,0.134339187461748,"RP11-434C1.1",0.209509426670587,FALSE,"ENSG00000247157"
"11777",11777,0.129967318333688,0.038470259721811,"ETV6",0.0817208449042069,FALSE,"ENSG00000139083"
"11778",11778,0.0942571224131385,0.101619303028759,"LRP6",0.171032235983301,FALSE,"ENSG00000070018"
"11779",11779,-0.118379498632377,0.0541017818881048,"MANSC1",0.106218274684162,FALSE,"ENSG00000111261"
"11780",11780,0.0292299935117538,0.347748921305299,"LOH12CR2",0.402139987709324,FALSE,"ENSG00000205791"
"11781",11781,-0.113432573007468,0.0620969443094866,"LOH12CR1",0.117901115441012,FALSE,"ENSG00000165714"
"11782",11782,0.0639350565156574,0.195196826463833,"DUSP16",0.273886017638406,FALSE,"ENSG00000111266"
"11783",11783,-0.108943683804282,0.0700962704687618,"RP11-253I19.3",0.129405514538235,FALSE,"ENSG00000255670"
"11784",11784,-0.154454156028634,0.0171317017657751,"CREBL2",0.0431853555471354,FALSE,"ENSG00000111269"
"11785",11785,-0.0477735779888909,0.260881867356488,"GPR19",0.333306484855276,FALSE,"ENSG00000183150"
"11786",11786,-0.0453095107807699,0.271777153172644,"CDKN1B",0.342093529281287,FALSE,"ENSG00000111276"
"11787",11787,0.179405772259545,0.00656706366968658,"APOLD1",0.019864995318281,FALSE,"ENSG00000178878"
"11788",11788,0.324201299727619,6.26821915149694e-07,"GPRC5A",8.20890066386721e-06,FALSE,"ENSG00000013588"
"11789",11789,-0.182793318673397,0.00570070824611874,"RP11-392P7.6",0.0177294330128747,FALSE,"ENSG00000247498"
"11790",11790,0.186918426546275,0.00478021212610863,"HEBP1",0.0153855629151413,FALSE,"ENSG00000013583"
"11791",11791,-0.213925198876265,0.00135261253470183,"HTR7P1",0.00540749627177839,FALSE,"ENSG00000183935"
"11792",11792,-0.302845633051169,4.0801376711375e-06,"KIAA1467",3.99625818891147e-05,FALSE,"ENSG00000084444"
"11793",11793,-0.0926258230406932,0.105654659290503,"GSG1",0.175842113649087,FALSE,"ENSG00000111305"
"11794",11794,0.43903830508465,1.71278325103852e-13,"EMP1",1.38196745376132e-11,FALSE,"ENSG00000134531"
"11795",11795,-0.182710502470021,0.00572065152618621,"GRIN2B",0.01776936309205,TRUE,"ENSG00000273079"
"11796",11796,0.0774503590661375,0.148597263546757,"ATF7IP",0.22517464926699,FALSE,"ENSG00000171681"
"11797",11797,0.385033578551458,7.33171296921444e-10,"PLBD1",2.5121160361983e-08,FALSE,"ENSG00000121316"
"11798",11798,-0.154613377130468,0.0170347890832483,"RP11-174G6.5",0.0429845292464004,FALSE,"ENSG00000261324"
"11799",11799,-0.116467525803744,0.057092737092045,"HIST4H4",0.110615350397832,FALSE,"ENSG00000197837"
"11800",11800,0.322322190167029,7.4587197301296e-07,"H2AFJ",9.47208318874728e-06,FALSE,"ENSG00000246705"
"11801",11801,-0.0713676879368896,0.168597375132055,"WBP11",0.246476901037766,FALSE,"ENSG00000084463"
"11802",11802,0.170590785233546,0.00936757936439881,"C12orf60",0.0265417447164947,FALSE,"ENSG00000182993"
"11803",11803,0.248904625843223,0.000192575095945379,"MGP",0.0010499802915169,FALSE,"ENSG00000111341"
"11804",11804,0.30828210293389,2.58601226945352e-06,"ARHGDIB",2.69510966207109e-05,FALSE,"ENSG00000111348"
"11805",11805,0.155299296496724,0.016622470947532,"RERG",0.0421122594633918,FALSE,"ENSG00000134533"
"11806",11806,-0.231232125636238,0.000540724827057229,"PTPRO",0.00248619112808252,TRUE,"ENSG00000151490"
"11807",11807,0.357874221448444,1.99462812531434e-08,"EPS8",4.33360573154613e-07,TRUE,"ENSG00000151491"
"11808",11808,-0.161768550111389,0.0131255836998493,"STRAP",0.0348517688208579,FALSE,"ENSG00000023734"
"11809",11809,0.365933919510252,7.89193909966448e-09,"DERA",1.97891856371286e-07,FALSE,"ENSG00000023697"
"11810",11810,0.389357391213088,4.12405950473387e-10,"MGST1",1.5058837717103e-08,FALSE,"ENSG00000008394"
"11811",11811,-0.109259679468353,0.069509220731705,"LMO3",0.128563054166883,FALSE,"ENSG00000048540"
"11812",11812,-0.304503796732467,3.55549761176262e-06,"RERGL",3.54486832144345e-05,FALSE,"ENSG00000111404"
"11813",11813,-0.137981549897094,0.0299250296805308,"PLEKHA5",0.0674995963849297,TRUE,"ENSG00000052126"
"11814",11814,-0.102253615908924,0.0834067450052327,"AEBP2",0.147631045338762,FALSE,"ENSG00000139154"
"11815",11815,0.0914743325365445,0.108569755046659,"EEF1A1P4",0.179395606811202,FALSE,"ENSG00000245205"
"11816",11816,0.215733632488369,0.00123411780066364,"PDE3A",0.00500906636739947,FALSE,"ENSG00000172572"
"11817",11817,0.226131994756698,0.000715101526047239,"RP11-424C20.2",0.00314360932951082,FALSE,"ENSG00000256663"
"11818",11818,0.398718896011747,1.12766940715642e-10,"SLCO1C1",4.74047580613444e-09,FALSE,"ENSG00000139155"
"11819",11819,0.0230323731002409,0.378921057029666,"SLCO1A2",0.423323499142636,FALSE,"ENSG00000084453"
"11820",11820,-0.130509045914093,0.0378377985480548,"PYROXD1",0.0807115774335608,FALSE,"ENSG00000121350"
"11821",11821,0.187689416087855,0.00462325325865039,"RECQL",0.0149718882837991,FALSE,"ENSG00000004700"
"11822",11822,-0.258174263814415,0.000107456247894577,"GOLT1B",0.000643772311488171,FALSE,"ENSG00000111711"
"11823",11823,0.21483303088103,0.00129192198853731,"C12orf39",0.00521196753843379,FALSE,"ENSG00000134548"
"11824",11824,0.0441048007530493,0.277182458078253,"GYS2",0.346672978695284,FALSE,"ENSG00000111713"
"11825",11825,0.0731366619138486,0.162615788578843,"LDHB",0.240391691006401,FALSE,"ENSG00000111716"
"11826",11826,0.122424491152474,0.0481711867975233,"KCNJ8",0.0972070842898791,TRUE,"ENSG00000121361"
"11827",11827,0.517341842301045,1.6769030539892e-21,"ABCC9",5.99193394827211e-19,FALSE,"ENSG00000069431"
"11828",11828,-0.274891733569549,3.46854957992444e-05,"CMAS",0.000247523812747104,FALSE,"ENSG00000111726"
"11829",11829,-0.274978194539535,3.44737451104537e-05,"ST8SIA1",0.00024654025720521,FALSE,"ENSG00000111728"
"11830",11830,-0.35068295657861,4.40455059912273e-08,"C2CD5",8.42591371782464e-07,FALSE,"ENSG00000111731"
"11831",11831,-0.0699421893394233,0.173515725917451,"RP11-359J14.2",0.251780252038303,FALSE,"ENSG00000256973"
"11832",11832,0.242542769585018,0.000282558606743437,"RP11-268P4.5",0.00145048684477583,FALSE,"ENSG00000250166"
"11833",11833,-0.139809727895533,0.0282073495964299,"ETNK1",0.0644178344469942,FALSE,"ENSG00000139163"
"11834",11834,0.116682534593176,0.056750236931463,"SOX5",0.110164167733661,FALSE,"ENSG00000134532"
"11835",11835,-0.17894438057819,0.00669338417388888,"BCAT1",0.0201556986184374,FALSE,"ENSG00000060982"
"11836",11836,-0.116124691852295,0.057642112919194,"AC026310.1",0.111419887897321,FALSE,"ENSG00000268865"
"11837",11837,-0.18726374322008,0.00470935103568452,"LRMP",0.0152088628508792,FALSE,"ENSG00000118308"
"11838",11838,-0.17821679094016,0.00689681723594646,"CASC1",0.0206481781816877,FALSE,"ENSG00000118307"
"11839",11839,0.093315549822267,0.103935012819761,"LYRM5",0.173873987897572,FALSE,"ENSG00000205707"
"11840",11840,-0.253976418275129,0.000140470105845124,"KRAS",0.000804027933453435,FALSE,"ENSG00000133703"
"11841",11841,0.0399041413712608,0.296417421752537,"RASSF8-AS1",0.36221756392478,FALSE,"ENSG00000246695"
"11842",11842,0.212704649235994,0.00143819353884737,"RASSF8",0.0056874017218055,FALSE,"ENSG00000123094"
"11843",11843,0.234408709182707,0.000452480967034521,"BHLHE41",0.00214299269831024,FALSE,"ENSG00000123095"
"11844",11844,0.00454885372160635,0.47573504453839,"RP11-283G6.3",0.48590675753289,FALSE,"ENSG00000256894"
"11845",11845,0.332905925621651,2.73396983362856e-07,"SSPN",4.03292526612494e-06,FALSE,"ENSG00000123096"
"11846",11846,0.389071765100566,4.28574778468809e-10,"ITPR2",1.55358357194943e-08,FALSE,"ENSG00000123104"
"11847",11847,0.209068704412564,0.00172228361523073,"ASUN",0.00662493178407669,FALSE,"ENSG00000064102"
"11848",11848,-0.235373533495128,0.000428376849237593,"FGFR1OP2",0.00205048608700376,FALSE,"ENSG00000111790"
"11849",11849,-0.00803104140886765,0.457214034832873,"RP11-421F16.3",0.474624031801504,FALSE,"ENSG00000247903"
"11850",11850,-0.248388689315479,0.000198757610458278,"TM7SF3",0.00107840015869581,FALSE,"ENSG00000064115"
"11851",11851,-0.145010601889968,0.0237517831831036,"MED21",0.0561257890285667,FALSE,"ENSG00000152944"
"11852",11852,0.007866567500897,0.458087126048307,"STK38L",0.475042485297037,FALSE,"ENSG00000211455"
"11853",11853,-0.323879816216982,6.45833407091065e-07,"ARNTL2",8.40801982816669e-06,FALSE,"ENSG00000029153"
"11854",11854,-0.0158919101818333,0.415791022311268,"SMCO2",0.448391304633677,FALSE,"ENSG00000165935"
"11855",11855,-0.282360220447645,2.02154756134498e-05,"PPFIBP1",0.000157336315451237,FALSE,"ENSG00000110841"
"11856",11856,-0.209430625245698,0.0016919368427151,"MRPS35",0.0065307978824709,FALSE,"ENSG00000061794"
"11857",11857,-0.277935653426526,2.79095246792165e-05,"KLHL42",0.000205925364613246,FALSE,"ENSG00000087448"
"11858",11858,-0.246727056904384,0.000219915787377908,"PTHLH",0.00117472368004056,FALSE,"ENSG00000087494"
"11859",11859,-0.259794000576768,9.67408885216396e-05,"CCDC91",0.000588230531968786,FALSE,"ENSG00000123106"
"11860",11860,0.0095736835466294,0.449035354404242,"RP11-967K21.1",0.469323449549693,FALSE,"ENSG00000247934"
"11861",11861,-0.300311783715383,5.02300675649915e-06,"FAR2",4.7725490075046e-05,FALSE,"ENSG00000064763"
"11862",11862,0.0230662876821818,0.378748177669359,"RP11-996F15.2",0.423275679149057,FALSE,"ENSG00000257176"
"11863",11863,-0.131455460470066,0.0367526169226671,"ERGIC2",0.0789495361638278,FALSE,"ENSG00000087502"
"11864",11864,-0.146031731345754,0.0229482472471386,"TMTC1",0.054601002070778,FALSE,"ENSG00000133687"
"11865",11865,-0.094500600429272,0.101026453831043,"IPO8",0.17022055752435,FALSE,"ENSG00000133704"
"11866",11866,-0.13408174956135,0.0338700079693604,"CAPRIN2",0.0741184229513234,FALSE,"ENSG00000110888"
"11867",11867,-0.169385094450485,0.00981988739459309,"RP11-77I22.2",0.0275873344404252,FALSE,"ENSG00000246331"
"11868",11868,-0.205736806738915,0.0020250679616806,"LINC00941",0.00760398009255561,FALSE,"ENSG00000235884"
"11869",11869,0.149499564918536,0.0203834086939415,"TSPAN11",0.0496194656892663,FALSE,"ENSG00000110900"
"11870",11870,-0.225868769026592,0.000725336117029932,"DDX11-AS1",0.00318149401617031,FALSE,"ENSG00000245614"
"11871",11871,-0.0292732501798112,0.347534539077199,"DDX11",0.402010469202724,FALSE,"ENSG00000013573"
"11872",11872,-0.0368164230733957,0.31092195746281,"RP11-551L14.1",0.373711458963889,FALSE,"ENSG00000177359"
"11873",11873,0.316443115131164,1.27028864045856e-06,"FAM60A",1.45903718936505e-05,FALSE,"ENSG00000139146"
"11874",11874,-0.262264365613808,8.22694188674344e-05,"DENND5B",0.00051222501900314,FALSE,"ENSG00000170456"
"11875",11875,0.0468019213526537,0.265152134375032,"METTL20",0.33691225608613,FALSE,"ENSG00000139160"
"11876",11876,-0.32182229087822,7.80948019636856e-07,"AMN1",9.84673589976905e-06,FALSE,"ENSG00000151743"
"11877",11877,0.158110712088088,0.0150179982167706,"KIAA1551",0.0387955259898761,FALSE,"ENSG00000174718"
"11878",11878,-0.207973282322424,0.00181708729549605,"BICD1",0.00693626798605035,FALSE,"ENSG00000151746"
"11879",11879,0.355414580556056,2.62492301630785e-08,"FGD4",5.48274630024218e-07,FALSE,"ENSG00000139132"
"11880",11880,-0.378134040494201,1.78309531006405e-09,"DNM1L",5.52317912606527e-08,TRUE,"ENSG00000087470"
"11881",11881,0.177589957732025,0.00707630413111258,"RP11-278C7.1",0.0210740952021972,FALSE,"ENSG00000257511"
"11882",11882,-0.25471034399652,0.000134102237186685,"YARS2",0.000773755987919712,FALSE,"ENSG00000139131"
"11883",11883,-0.150352391152984,0.0197901212637102,"PKP2",0.0484759856147438,FALSE,"ENSG00000057294"
"11884",11884,0.00343807254219364,0.481655595462598,"ALG10",0.489558006055092,FALSE,"ENSG00000139133"
"11885",11885,0.0981848601705319,0.0923518226424432,"ALG10B",0.159692358371525,FALSE,"ENSG00000175548"
"11886",11886,-0.0363633528873223,0.31307507426455,"CPNE8",0.375554956899085,FALSE,"ENSG00000139117"
"11887",11887,0.0192207577773726,0.39849241112845,"RP11-396F22.1",0.436683085798482,FALSE,"ENSG00000257718"
"11888",11888,-0.373049738297674,3.35667476966691e-09,"KIF21A",9.59529459157642e-08,FALSE,"ENSG00000139116"
"11889",11889,0.0361495888584699,0.314093090150972,"ABCD2",0.376334872756381,FALSE,"ENSG00000173208"
"11890",11890,-0.29234392762557,9.47940180334231e-06,"SLC2A13",8.24337759175279e-05,FALSE,"ENSG00000151229"
"11891",11891,-0.227217670969004,0.000674243020103757,"LRRK2",0.0029988416292339,TRUE,"ENSG00000188906"
"11892",11892,-0.0677964333276974,0.181083714142005,"CNTN1",0.259565334663107,TRUE,"ENSG00000018236"
"11893",11893,-0.0881630848127346,0.117262778067397,"PDZRN4",0.18996342204733,FALSE,"ENSG00000165966"
"11894",11894,0.185135408521434,0.00516096707608019,"GXYLT1",0.0163403403785387,FALSE,"ENSG00000151233"
"11895",11895,-0.205837625727232,0.00201525899231039,"YAF2",0.00757144027820795,FALSE,"ENSG00000015153"
"11896",11896,-0.182062665491034,0.0058787436871282,"PPHLN1",0.0181603796264393,FALSE,"ENSG00000134283"
"11897",11897,0.0406363528844404,0.293022371150557,"ZCRB1",0.359319625366016,FALSE,"ENSG00000139168"
"11898",11898,-0.347915088340864,5.92422375677167e-08,"PRICKLE1",1.08556517740843e-06,FALSE,"ENSG00000139174"
"11899",11899,0.155898476719729,0.0162690997852832,"RP11-350F4.2",0.0414178990716943,FALSE,"ENSG00000257742"
"11900",11900,0.0438087271196197,0.278518622917877,"PUS7L",0.347826319867367,FALSE,"ENSG00000129317"
"11901",11901,-0.0436158796953484,0.279390561267816,"RP11-210N13.1",0.348693640052953,FALSE,"ENSG00000257896"
"11902",11902,0.378720184995902,1.65569618598433e-09,"IRAK4",5.1685617287904e-08,FALSE,"ENSG00000198001"
"11903",11903,0.137500728910415,0.0303904750312426,"TWF1",0.0683043249887863,FALSE,"ENSG00000151239"
"11904",11904,-0.165195452649274,0.0115380914192907,"TMEM117",0.0313862437873855,FALSE,"ENSG00000139173"
"11905",11905,-0.247005860242656,0.000216228653071752,"NELL2",0.00115811973981953,FALSE,"ENSG00000184613"
"11906",11906,0.337058661216634,1.81384543748068e-07,"DBX2",2.82671707196172e-06,FALSE,"ENSG00000185610"
"11907",11907,0.0218985422236801,0.384714032969808,"PLEKHA8P1",0.427314661224912,FALSE,"ENSG00000134297"
"11908",11908,0.485486828200174,9.60866426387235e-18,"ANO6",1.71669082071505e-15,FALSE,"ENSG00000177119"
"11909",11909,0.233715893979442,0.00047053645446619,"LINC00938",0.00221352626843173,FALSE,"ENSG00000273015"
"11910",11910,0.219113336046135,0.00103716072267948,"ARID2",0.00433540548586094,FALSE,"ENSG00000189079"
"11911",11911,0.114554071283048,0.0602105419386689,"SCAF11",0.115182881853993,FALSE,"ENSG00000139218"
"11912",11912,-0.291013177848575,1.05117493299934e-05,"SLC38A1",9.00814150291937e-05,FALSE,"ENSG00000111371"
"11913",11913,-0.158834274873823,0.0146266199557532,"SLC38A2",0.0379756929174284,FALSE,"ENSG00000134294"
"11914",11914,0.148840491525765,0.0208518488226904,"RP11-96H19.1",0.0505384562672039,FALSE,"ENSG00000257261"
"11915",11915,-0.34566823068282,7.51035387218953e-08,"AMIGO2",1.33465524851255e-06,FALSE,"ENSG00000139211"
"11916",11916,-0.102614427900616,0.0826450658985999,"PCED1B",0.146516148545316,FALSE,"ENSG00000179715"
"11917",11917,0.192857594744391,0.00368180683561159,"PCED1B-AS1",0.0124478148132953,FALSE,"ENSG00000247774"
"11918",11918,-0.23655103373517,0.000400532044868903,"RPAP3",0.00193730873043915,FALSE,"ENSG00000005175"
"11919",11919,0.0408691260991488,0.291946735359931,"RP1-197B17.3",0.3583902990119,FALSE,"ENSG00000257433"
"11920",11920,0.186862464047013,0.0047917824272503,"ENDOU",0.0154104092525359,FALSE,"ENSG00000111405"
"11921",11921,0.241910238357837,0.000293321907743397,"RAPGEF3",0.00149728861580239,FALSE,"ENSG00000079337"
"11922",11922,0.275820138048892,3.24731801838063e-05,"SLC48A1",0.000234495970941164,FALSE,"ENSG00000211584"
"11923",11923,0.323999945560163,6.38666792706927e-07,"HDAC7",8.33097947983417e-06,FALSE,"ENSG00000061273"
"11924",11924,0.0661268615807859,0.187108303869975,"AC004466.1",0.265875699060381,FALSE,"ENSG00000268069"
"11925",11925,-0.0520140933232749,0.242654584505144,"TMEM106C",0.317633408412697,FALSE,"ENSG00000134291"
"11926",11926,0.0666715926602754,0.185129620109362,"SENP1",0.263905656364488,FALSE,"ENSG00000079387"
"11927",11927,0.111384560810934,0.0656564690729209,"RP1-228P16.1",0.123079676309867,FALSE,"ENSG00000240399"
"11928",11928,-0.156275502620668,0.0160499598443671,"PFKM",0.0409694726987863,FALSE,"ENSG00000152556"
"11929",11929,-0.267722828052026,5.70557865391583e-05,"ASB8",0.000375307787195449,FALSE,"ENSG00000177981"
"11930",11930,-0.325500668137419,5.55212165992296e-07,"C12orf68",7.40653029433723e-06,FALSE,"ENSG00000177875"
"11931",11931,0.0525073792649372,0.240578460487302,"DKFZP779L1853",0.316002034551065,FALSE,"ENSG00000269514"
"11932",11932,0.0470368917016182,0.264116342236686,"OR10AD1",0.336044255621294,FALSE,"ENSG00000172640"
"11933",11933,-0.00914252634835708,0.451319276062897,"H1FNT",0.470792929414997,FALSE,"ENSG00000187166"
"11934",11934,-0.256071466712953,0.000122985215817528,"ZNF641",0.000721047221948059,FALSE,"ENSG00000167528"
"11935",11935,0.0310378619585942,0.338829877449674,"RP11-370I10.6",0.395634349522553,FALSE,"ENSG00000257735"
"11936",11936,-0.124367660167927,0.0455075989742919,"OR5BK1P",0.0930710400118132,FALSE,"ENSG00000257763"
"11937",11937,-0.0885624560909622,0.116189744289931,"AC024257.1",0.188576265977898,FALSE,"ENSG00000269282"
"11938",11938,0.0773303290617906,0.148976425603659,"OR8T1P",0.225663760509403,FALSE,"ENSG00000226413"
"11939",11939,-0.185283714438571,0.00512832801850318,"C12orf54",0.0162782112389354,FALSE,"ENSG00000177627"
"11940",11940,-0.0868889645915928,0.120731398780203,"OR8S1",0.194204769349609,FALSE,"ENSG00000197376"
"11941",11941,0.0634444145376193,0.197035199769123,"KANSL2",0.275557334874206,FALSE,"ENSG00000139620"
"11942",11942,0.106185742587681,0.0753775091341197,"CCNT1",0.13649809572613,FALSE,"ENSG00000129315"
"11943",11943,-0.202636482518643,0.00234799815983987,"ADCY6",0.008595580530259,FALSE,"ENSG00000174233"
"11944",11944,0.115650086246713,0.058409277407226,"RP11-579D7.4",0.112619930710984,FALSE,"ENSG00000257660"
"11945",11945,-0.241973251910595,0.000292233239962093,"CACNB3",0.00149223336883189,FALSE,"ENSG00000167535"
"11946",11946,0.167305526584233,0.010643503564016,"DDX23",0.0294410431733426,FALSE,"ENSG00000174243"
"11947",11947,-0.131324169388612,0.036901668443783,"RND1",0.0791597754674204,FALSE,"ENSG00000172602"
"11948",11948,0.0823600821473633,0.133622739469124,"RP11-302B13.1",0.208775748948011,FALSE,"ENSG00000239617"
"11949",11949,-0.209822833077894,0.00165958540812489,"CCDC65",0.00642575542116467,FALSE,"ENSG00000139537"
"11950",11950,-0.121749636819036,0.0491239745201455,"FKBP11",0.0986324232538744,FALSE,"ENSG00000134285"
"11951",11951,-0.22047402279443,0.000966132367251011,"ARF3",0.00408803312934928,FALSE,"ENSG00000134287"
"11952",11952,-0.18479454672883,0.00523666445816108,"WNT10B",0.0165303132683078,FALSE,"ENSG00000169884"
"11953",11953,-0.10991998148756,0.0682943672565759,"DDN",0.126904724733238,FALSE,"ENSG00000181418"
"11954",11954,-0.110760189159585,0.0667715338243715,"PRKAG1",0.124717482668316,FALSE,"ENSG00000181929"
"11955",11955,-0.0892178048202134,0.114443592894241,"KMT2D",0.186563258831549,FALSE,"ENSG00000167548"
"11956",11956,-0.277363401058454,2.90817031313974e-05,"RHEBL1",0.000213393795254588,FALSE,"ENSG00000167550"
"11957",11957,-0.0395695784113705,0.29797447081785,"LMBR1L",0.363272851066576,FALSE,"ENSG00000139636"
"11958",11958,-0.239910513089213,0.000329837416504662,"TUBA1B",0.00164877509474352,FALSE,"ENSG00000123416"
"11959",11959,0.050869092369429,0.247509540429871,"RP11-386G11.10",0.321789741017589,FALSE,"ENSG00000258017"
"11960",11960,-0.019125392914662,0.398985476802681,"TUBA1A",0.437008013072508,TRUE,"ENSG00000167552"
