"","gene","Seed","Gene","R","P","FDR"
"cor2194","GSTZ1","ENSG00000244731","ENSG00000100577",0.0232120706687519,0.781681434423719,0.904875692379831
"cor2195","KIAA0586","ENSG00000244731","ENSG00000100578",0.050596351068559,0.545594462315347,0.768549580352831
"cor2196","TMED8","ENSG00000244731","ENSG00000100580",0.0584629131801555,0.484869934482656,0.726607350750046
"cor2197","SAMD15","ENSG00000244731","ENSG00000100583",0.0529024883500945,0.527413325546791,0.756037322171468
"cor2198","AHSA1","ENSG00000244731","ENSG00000100591",-0.0310438903910978,0.710881932265357,0.868251495843321
"cor2199","DAAM1","ENSG00000244731","ENSG00000100592",-0.0155667049904965,0.852572720392553,0.937902008113108
"cor2200","ISM2","ENSG00000244731","ENSG00000100593",0.104028586112715,0.21305470831756,0.467064051388687
"cor2201","SPTLC2","ENSG00000244731","ENSG00000100596",0.121828311629521,0.144357889313751,0.37563657134504
"cor2202","RIN3","ENSG00000244731","ENSG00000100599",0.38250521202451,2.05503774287999e-06,0.000160504675106027
"cor2203","LGMN","ENSG00000244731","ENSG00000100600",0.0173014084061772,0.836362222085416,0.930800117104776
"cor2204","ALKBH1","ENSG00000244731","ENSG00000100601",0.017433903495312,0.835126810206002,0.930469822601889
"cor2205","SNW1","ENSG00000244731","ENSG00000100603",0.142226576018314,0.0879153638265994,0.280332869883307
"cor2206","CHGA","ENSG00000244731","ENSG00000100604",-0.0777444778669819,0.352644204202219,0.616290461018986
"cor2207","ITPK1","ENSG00000244731","ENSG00000100605",0.017355872554516,0.835854338468797,0.930790344141489
"cor2208","DHRS7","ENSG00000244731","ENSG00000100612",0.101457236269181,0.224645041418799,0.481496989399428
"cor2209","PPM1A","ENSG00000244731","ENSG00000100614",-0.162223814875168,0.0512405884568989,0.20034510420026
"cor2210","SIX4","ENSG00000244731","ENSG00000100625",-0.100600329615882,0.228604789371768,0.486745959625606
"cor2211","GALNT16","ENSG00000244731","ENSG00000100626",0.0920439277283362,0.270852256881143,0.534286184101615
"cor2212","ASB2","ENSG00000244731","ENSG00000100628",-0.269914798491113,0.00102624464317676,0.0153926613115635
"cor2213","CEP128","ENSG00000244731","ENSG00000100629",0.228836266274818,0.00563081780297131,0.0488319979992539
"cor2214","ERH","ENSG00000244731","ENSG00000100632",-0.0227250356600213,0.78615085939853,0.907156708906595
"cor2215","HIF1A","ENSG00000244731","ENSG00000100644",0.303150039693864,0.00021020685785373,0.0052296057474151
"cor2216","KIAA0247","ENSG00000244731","ENSG00000100647",0.00248453881329725,0.976339080441678,0.990130374161078
"cor2217","SRSF5","ENSG00000244731","ENSG00000100650",0.0993405007860962,0.234515316398713,0.49333968044894
"cor2218","SLC10A1","ENSG00000244731","ENSG00000100652",-0.0414762360215655,0.620366800010361,0.815923172910229
"cor2219","EIF5","ENSG00000244731","ENSG00000100664",-0.173804816557416,0.0365538184038131,0.161796001294844
"cor2220","SLC8A3","ENSG00000244731","ENSG00000100678",-0.200711360766165,0.0154926737279838,0.0933399188090358
"cor2221","DICER1","ENSG00000244731","ENSG00000100697",0.129917105050222,0.119357177591964,0.336935903152254
"cor2222","ZFYVE21","ENSG00000244731","ENSG00000100711",0.103784719730101,0.214135236021115,0.468224622498664
"cor2223","MTHFD1","ENSG00000244731","ENSG00000100714",0.0653980911831843,0.434497558277884,0.687292258932992
"cor2224","ZC3H14","ENSG00000244731","ENSG00000100722",-0.0166124267914959,0.842792804277273,0.933041610645696
"cor2225","TELO2","ENSG00000244731","ENSG00000100726",-0.0440386570778494,0.598915173975948,0.803479059653137
"cor2226","PCNX","ENSG00000244731","ENSG00000100731",-0.0742054462913593,0.375056345121557,0.635385474100537
"cor2227","GSKIP","ENSG00000244731","ENSG00000100744",-0.308791217652569,0.000157501109494714,0.00422863939607203
"cor2228","VRK1","ENSG00000244731","ENSG00000100749",-0.033278651911277,0.691094779572655,0.856771373194112
"cor2229","PSMC1","ENSG00000244731","ENSG00000100764",-0.169463620538053,0.0415786164077852,0.176055077919214
"cor2230","PAPLN","ENSG00000244731","ENSG00000100767",0.251597585381033,0.00226810614144573,0.0266324226376411
"cor2231","RPS6KA5","ENSG00000244731","ENSG00000100784",0.0856874518471091,0.305472063676439,0.570896742019907
"cor2232","SMEK1","ENSG00000244731","ENSG00000100796",-0.024767845434464,0.767452783626123,0.89763695975584
"cor2233","C14orf93","ENSG00000244731","ENSG00000100802",0.201105173484022,0.0152872517747572,0.0926001474130648
"cor2234","PSMB5","ENSG00000244731","ENSG00000100804",-0.0573191495635739,0.493467975297178,0.731951622444814
"cor2235","YY1","ENSG00000244731","ENSG00000100811",-0.168251230075487,0.0430811238194466,0.179904874485161
"cor2236","ACIN1","ENSG00000244731","ENSG00000100813",0.121383964684368,0.145838405964568,0.378343137929621
"cor2237","CCNB1IP1","ENSG00000244731","ENSG00000100814",-0.100497958754821,0.229081110911674,0.487231339794787
"cor2238","TRIP11","ENSG00000244731","ENSG00000100815",0.0880445084503398,0.292310387537389,0.557785439282495
"cor2239","APEX1","ENSG00000244731","ENSG00000100823",0.139335221550761,0.0946307984422611,0.29300987494604
"cor2240","PABPN1","ENSG00000244731","ENSG00000100836",-0.0177873972928244,0.831832737270712,0.929084724092966
"cor2241","EFS","ENSG00000244731","ENSG00000100842",0.127371799768783,0.126833122888586,0.34869300366191
"cor2242","ARHGAP5","ENSG00000244731","ENSG00000100852",0.172000523403835,0.0385763480943629,0.167389630182105
"cor2243","CINP","ENSG00000244731","ENSG00000100865",-0.0942392306469171,0.259539533171172,0.521832586625617
"cor2244","DHRS2","ENSG00000244731","ENSG00000100867",-0.0831531950217524,0.320050527515761,0.585684455184861
"cor2245","SRP54","ENSG00000244731","ENSG00000100883",0.0117507433152376,0.888440462126128,0.953952027613682
"cor2246","CPNE6","ENSG00000244731","ENSG00000100884",-0.00441680627782123,0.957950763154059,0.983208632110872
"cor2247","CHD8","ENSG00000244731","ENSG00000100888",-0.00201539974279092,0.980805863637448,0.99220206531331
"cor2248","PCK2","ENSG00000244731","ENSG00000100889",0.128356025345909,0.123900647825951,0.344118027701084
"cor2249","KIAA0391","ENSG00000244731","ENSG00000100890",0.163224938172895,0.0498028428324609,0.196843807876683
"cor2250","DCAF11","ENSG00000244731","ENSG00000100897",-0.0935506162547782,0.263052663255755,0.525697398057984
"cor2251","PSMA6","ENSG00000244731","ENSG00000100902",-0.118161496665438,0.156921390095994,0.393250922844948
"cor2252","NFKBIA","ENSG00000244731","ENSG00000100906",0.228050333329641,0.00580190372529598,0.0497465956805651
"cor2253","EMC9","ENSG00000244731","ENSG00000100908",-0.1559529535328,0.061048156190788,0.223519639471943
"cor2254","PSME2","ENSG00000244731","ENSG00000100911",0.09847684434194,0.238628560829521,0.498251176832474
"cor2255","BRMS1L","ENSG00000244731","ENSG00000100916",-0.173426919678575,0.0369698566966487,0.16304946723125
"cor2256","REC8","ENSG00000244731","ENSG00000100918",0.0769966470461029,0.357308832127981,0.621207996234113
"cor2257","TM9SF1","ENSG00000244731","ENSG00000100926",0.288993398300869,0.000422922412734762,0.00838071360969635
"cor2258","SEC23A","ENSG00000244731","ENSG00000100934",-0.27796521408184,0.00071142165019347,0.0119766045800696
"cor2259","GMPR2","ENSG00000244731","ENSG00000100938",-0.0442616660142232,0.597064067089094,0.802158473542358
"cor2260","PNN","ENSG00000244731","ENSG00000100941",0.126323962732621,0.130013569621884,0.35406534392794
"cor2261","RABGGTA","ENSG00000244731","ENSG00000100949",-0.0765669128819162,0.360006628854983,0.623812235955673
"cor2262","NFATC4","ENSG00000244731","ENSG00000100968",0.160505030643973,0.0537891088988761,0.206027714780745
"cor2263","PLTP","ENSG00000244731","ENSG00000100979",0.452874344533728,1.06939644251868e-08,2.62501180090252e-06
"cor2264","PCIF1","ENSG00000244731","ENSG00000100982",0.046288371578708,0.58036060672367,0.791565554198861
"cor2265","GSS","ENSG00000244731","ENSG00000100983",-0.131412284694185,0.115127654408358,0.330005507389713
"cor2266","VSX1","ENSG00000244731","ENSG00000100987",0.189764243129864,0.0222484067711032,0.117146156510401
"cor2267","TRPC4AP","ENSG00000244731","ENSG00000100991",-0.12192982888811,0.14402124976132,0.375139332122109
"cor2268","PYGB","ENSG00000244731","ENSG00000100994",-0.0633341068547878,0.449167821468129,0.699336031184834
"cor2269","ABHD12","ENSG00000244731","ENSG00000100997",-0.12766648033024,0.125949577795466,0.347365059045975
"cor2270","PROCR","ENSG00000244731","ENSG00000101000",0.244761847243865,0.00300642190218966,0.0320328723055132
"cor2271","GINS1","ENSG00000244731","ENSG00000101003",-0.03688653770964,0.659590695367268,0.83869218462733
"cor2272","NINL","ENSG00000244731","ENSG00000101004",0.217159037951969,0.00869815345051707,0.0638161705191082
"cor2273","CD40","ENSG00000244731","ENSG00000101017",0.28473383000889,0.000518312496920294,0.00968883942268944
"cor2274","UQCC1","ENSG00000244731","ENSG00000101019",-0.147355721029154,0.0769424996352414,0.258218227291499
"cor2275","ZMYND8","ENSG00000244731","ENSG00000101040",-0.0790809071803702,0.344403616124749,0.607782184320389
"cor2276","SGK2","ENSG00000244731","ENSG00000101049",0.140714505708306,0.0913782274417962,0.287018408829396
"cor2277","IFT52","ENSG00000244731","ENSG00000101052",-0.0094787257842606,0.909908757686215,0.962567243498789
"cor2278","HNF4A","ENSG00000244731","ENSG00000101076",0.0188591731228111,0.821863347497595,0.924234832192901
"cor2279","NDRG3","ENSG00000244731","ENSG00000101079",-0.238272746151578,0.00390125518027804,0.0382457313349765
"cor2280","SLA2","ENSG00000244731","ENSG00000101082",-0.0404040347750029,0.629440022569642,0.821120403789646
"cor2281","C20orf24","ENSG00000244731","ENSG00000101084",-0.103403263613498,0.215833232088452,0.470275232382092
"cor2282","NFATC2","ENSG00000244731","ENSG00000101096",0.351973310995487,1.41586730755387e-05,0.000708593475434825
"cor2283","RIMS4","ENSG00000244731","ENSG00000101098",-0.208669857443171,0.0117768425021822,0.0780499713682809
"cor2284","PABPC1L","ENSG00000244731","ENSG00000101104",0.168578423098174,0.0426712299686271,0.178598291849853
"cor2285","STK4","ENSG00000244731","ENSG00000101109",-0.0178473606704717,0.831274249737809,0.928756373777818
"cor2286","ADNP","ENSG00000244731","ENSG00000101126",0.00806823961988791,0.923270274928244,0.968709641061986
"cor2287","PFDN4","ENSG00000244731","ENSG00000101132",-0.154893677532663,0.0628477325758902,0.227713732756434
"cor2288","DOK5","ENSG00000244731","ENSG00000101134",0.0510948156743019,0.541638747512066,0.765594390515183
"cor2289","CSTF1","ENSG00000244731","ENSG00000101138",-0.0698011054643349,0.404134457352451,0.661875351530786
"cor2290","BMP7","ENSG00000244731","ENSG00000101144",0.242783409809111,0.00325731435829684,0.0339757265361161
"cor2291","RAE1","ENSG00000244731","ENSG00000101146",0.007038820166719,0.933035708893889,0.972746980336052
"cor2292","TPD52L2","ENSG00000244731","ENSG00000101150",-0.102618498792289,0.219356621361614,0.474502522784242
"cor2293","DNAJC5","ENSG00000244731","ENSG00000101152",-0.300801377857287,0.00023664590285324,0.00561114213444287
"cor2294","NELFCD","ENSG00000244731","ENSG00000101158",0.0994828948321416,0.233841952436916,0.492566400956936
"cor2295","CTSZ","ENSG00000244731","ENSG00000101160",0.233307947092513,0.0047403664299468,0.0434334178334336
"cor2296","PRPF6","ENSG00000244731","ENSG00000101161",0.0256942547931764,0.759016481722985,0.893078785662097
"cor2297","TUBB1","ENSG00000244731","ENSG00000101162",0.154136565875854,0.0641603797431479,0.230540865398005
"cor2298","SLMO2","ENSG00000244731","ENSG00000101166",0.184415459979508,0.0263836603400992,0.131377987172666
"cor2299","HRH3","ENSG00000244731","ENSG00000101180",-0.0756134453828829,0.366037374379178,0.628447061500728
"cor2300","MTG2","ENSG00000244731","ENSG00000101181",0.0344668832627737,0.680657269454822,0.850436974424637
"cor2301","PSMA7","ENSG00000244731","ENSG00000101182",-0.133990562471354,0.108109354580371,0.317684472118856
"cor2302","SLCO4A1","ENSG00000244731","ENSG00000101187",0.204790262898387,0.0134771933485714,0.0853771214511424
"cor2303","NTSR1","ENSG00000244731","ENSG00000101188",0.0119833966119605,0.88624641584642,0.952695006759346
"cor2304","MRGBP","ENSG00000244731","ENSG00000101189",-0.103722430739874,0.214411853153776,0.468405755482744
"cor2305","TCFL5","ENSG00000244731","ENSG00000101190",0.0571204170484101,0.494970105285474,0.733097316034238
"cor2306","DIDO1","ENSG00000244731","ENSG00000101191",0.120944830671142,0.147312824406086,0.380178107054191
"cor2307","GID8","ENSG00000244731","ENSG00000101193",-0.00840545446815621,0.920073751588597,0.966820172360712
"cor2308","SLC17A9","ENSG00000244731","ENSG00000101194",0.190871169062067,0.0214660634375954,0.114453106959161
"cor2309","NKAIN4","ENSG00000244731","ENSG00000101198",0.355582698644766,1.1385305282724e-05,0.00059522283642379
"cor2310","ARFGAP1","ENSG00000244731","ENSG00000101199",-0.101819780779665,0.222984414936238,0.479732914070667
"cor2311","COL20A1","ENSG00000244731","ENSG00000101203",0.127204561273079,0.127336675525928,0.349592615573633
"cor2312","CHRNA4","ENSG00000244731","ENSG00000101204",-0.0861520770424686,0.302847321964317,0.568365566598254
"cor2313","EEF1A2","ENSG00000244731","ENSG00000101210",-0.0883770071799821,0.290484533317118,0.555741416398114
"cor2314","PTK6","ENSG00000244731","ENSG00000101213",0.0650358352537121,0.437052384745285,0.689176394275005
"cor2315","GMEB2","ENSG00000244731","ENSG00000101216",-0.142659078695822,0.0869443700130957,0.278110645461966
"cor2316","C20orf27","ENSG00000244731","ENSG00000101220",0.0128030184612285,0.878523919918677,0.949514635467102
"cor2317","SPEF1","ENSG00000244731","ENSG00000101222",-0.173245268455365,0.0371712576820628,0.163545919340643
"cor2318","CDC25B","ENSG00000244731","ENSG00000101224",-0.0119728687869096,0.886345680417567,0.952695006759346
"cor2319","ISM1","ENSG00000244731","ENSG00000101230",-0.0732945881958055,0.380962604438456,0.641592405044221
"cor2320","RNF24","ENSG00000244731","ENSG00000101236",-0.0667317516496068,0.425165737901815,0.679669253689666
"cor2321","ARFRP1","ENSG00000244731","ENSG00000101246",-0.022785931196356,0.785591648109167,0.906818889894353
"cor2322","NDUFAF5","ENSG00000244731","ENSG00000101247",-0.263035379922231,0.00139138720558,0.0190235499204477
"cor2323","SEL1L2","ENSG00000244731","ENSG00000101251",-0.130471293074562,0.117775671312984,0.334294326745172
"cor2324","TRIB3","ENSG00000244731","ENSG00000101255",-0.110871625013406,0.184305987167595,0.431061934052412
"cor2325","RASSF2","ENSG00000244731","ENSG00000101265",0.138467661948519,0.096723230607306,0.296991249186646
"cor2326","CSNK2A1","ENSG00000244731","ENSG00000101266",-0.0780994591333521,0.350443399075297,0.613734332252952
"cor2327","SLC52A3","ENSG00000244731","ENSG00000101276",0.278965627256653,0.00067922873188306,0.0116387699463758
"cor2328","RSPO4","ENSG00000244731","ENSG00000101282",0.0980664938126082,0.240600445059436,0.500389663064687
"cor2329","CDS2","ENSG00000244731","ENSG00000101290",-0.0511910559792385,0.540876638535591,0.765047306843537
"cor2330","PROKR2","ENSG00000244731","ENSG00000101292",-0.0448619249669034,0.592094403006715,0.798986447282465
"cor2331","HM13","ENSG00000244731","ENSG00000101294",0.0562492982339642,0.501582923601339,0.73708867511836
"cor2332","SNPH","ENSG00000244731","ENSG00000101298",-0.189524096053071,0.0224213374749554,0.117751660544704
"cor2333","MYLK2","ENSG00000244731","ENSG00000101306",0.0202190188216778,0.809255451246658,0.917739674272446
"cor2334","SIRPB1","ENSG00000244731","ENSG00000101307",0.0456951932088113,0.58522692906268,0.794343769974488
"cor2335","SEC23B","ENSG00000244731","ENSG00000101310",0.281291314449681,0.000609499405479501,0.0107819064357094
"cor2336","FERMT1","ENSG00000244731","ENSG00000101311",0.0181026263758837,0.828897699855622,0.927885539122766
"cor2337","PDYN","ENSG00000244731","ENSG00000101327",-0.169775627961419,0.0411991301482402,0.174850383737979
"cor2338","CCM2L","ENSG00000244731","ENSG00000101331",-0.0277736263533121,0.740185171369866,0.883092224929822
"cor2339","PLCB4","ENSG00000244731","ENSG00000101333",-0.124553223458232,0.135526941754086,0.362841113199316
"cor2340","MYL9","ENSG00000244731","ENSG00000101335",0.0990097892759881,0.236084450519997,0.495387171513669
"cor2341","HCK","ENSG00000244731","ENSG00000101336",0.453234646325754,1.03766718231612e-08,2.57161864971305e-06
"cor2342","TM9SF4","ENSG00000244731","ENSG00000101337",0.0173144826388571,0.83624029739636,0.930800117104776
"cor2343","TLDC2","ENSG00000244731","ENSG00000101342",0.108122533814549,0.195493613226786,0.445040580455294
"cor2344","CRNKL1","ENSG00000244731","ENSG00000101343",-0.021380934621778,0.79852122006938,0.912889151743988
"cor2345","POFUT1","ENSG00000244731","ENSG00000101346",0.369075267616809,4.92110637358515e-06,0.000309357550421424
"cor2346","SAMHD1","ENSG00000244731","ENSG00000101347",0.315351033721338,0.00011176536591461,0.00322580127780867
"cor2347","PAK7","ENSG00000244731","ENSG00000101349",-0.129217191983127,0.121378014279219,0.339932298167185
"cor2348","KIF3B","ENSG00000244731","ENSG00000101350",-0.168944851845344,0.0422160616125155,0.177413463557961
"cor2349","MROH8","ENSG00000244731","ENSG00000101353",-0.125325309456653,0.133101398184611,0.35891979878742
"cor2350","NOP56","ENSG00000244731","ENSG00000101361",-0.0455720981219041,0.586239122950285,0.794892268380186
"cor2351","MANBAL","ENSG00000244731","ENSG00000101363",-0.141223523642051,0.0902005887903722,0.284620887981426
"cor2352","IDH3B","ENSG00000244731","ENSG00000101365",-0.0852090848920522,0.308189986839392,0.573511300147048
"cor2353","MAPRE1","ENSG00000244731","ENSG00000101367",0.345854558312884,2.03658240247493e-05,0.000934001331697311
"cor2354","JAG1","ENSG00000244731","ENSG00000101384",0.326564414176249,6.10298772230333e-05,0.00210109886120241
"cor2355","CDK5RAP1","ENSG00000244731","ENSG00000101391",-0.060265778432708,0.47148191123663,0.717353883129451
"cor2356","SNTA1","ENSG00000244731","ENSG00000101400",0.192072004348161,0.0206442627445603,0.111759132110543
"cor2357","TTI1","ENSG00000244731","ENSG00000101407",-0.146281705911271,0.0791437017850034,0.263104574978289
"cor2358","E2F1","ENSG00000244731","ENSG00000101412",-0.0618098293153585,0.46017810919994,0.709028609906699
"cor2359","RPRD1B","ENSG00000244731","ENSG00000101413",0.0556231130211387,0.50636484274639,0.740568998294584
"cor2360","PXMP4","ENSG00000244731","ENSG00000101417",0.0683360534807401,0.414095148116604,0.670239157721512
"cor2361","CHMP4B","ENSG00000244731","ENSG00000101421",-0.0392326519115898,0.639416149481408,0.8266194430824
"cor2362","BPI","ENSG00000244731","ENSG00000101425",0.221867524709731,0.0073177422644943,0.0571918579146891
"cor2363","SLC32A1","ENSG00000244731","ENSG00000101438",-0.192058656025763,0.020653246435731,0.111760817475232
"cor2364","CST3","ENSG00000244731","ENSG00000101439",0.184336715731046,0.0264491432769673,0.131569993149363
"cor2365","ACTR5","ENSG00000244731","ENSG00000101442",0.109386696289752,0.190289314120606,0.438647418132948
"cor2366","WFDC2","ENSG00000244731","ENSG00000101443",-0.00926953103930419,0.911888956785772,0.963515187643852
"cor2367","AHCY","ENSG00000244731","ENSG00000101444",-0.111552322021923,0.18160974654951,0.427471197038089
"cor2368","PPP1R16B","ENSG00000244731","ENSG00000101445",-0.165348474281389,0.0468637837019052,0.189300200409732
"cor2369","FAM83D","ENSG00000244731","ENSG00000101447",-0.00105068907621988,0.98999281840773,0.996080394168071
"cor2370","DHX35","ENSG00000244731","ENSG00000101452",-0.053161073657309,0.525393923496505,0.754930444472862
"cor2371","DNTTIP1","ENSG00000244731","ENSG00000101457",0.0958398347549298,0.251498300395725,0.51271962219438
"cor2372","MAP1LC3A","ENSG00000244731","ENSG00000101460",-0.128881752744884,0.122355855698852,0.341631440232068
"cor2373","SYNDIG1","ENSG00000244731","ENSG00000101463",-0.210002466033327,0.0112378652323848,0.0754647660237671
"cor2374","PIGU","ENSG00000244731","ENSG00000101464",0.0949335725403831,0.256029870795148,0.518098804237444
"cor2375","TNNC2","ENSG00000244731","ENSG00000101470",-0.0647395522988083,0.439148281274924,0.691086078982774
"cor2376","ACOT8","ENSG00000244731","ENSG00000101473",-0.194345858618582,0.0191622879697168,0.10674061165582
"cor2377","APMAP","ENSG00000244731","ENSG00000101474",-0.0205609237327819,0.806093014273971,0.916747180421714
"cor2378","CELF4","ENSG00000244731","ENSG00000101489",-0.239271631349804,0.0037495277942883,0.0371979712740518
"cor2379","ZNF516","ENSG00000244731","ENSG00000101493",0.210774804496138,0.0109355150688822,0.0742057174845738
"cor2380","CDH20","ENSG00000244731","ENSG00000101542",0.198304671882869,0.0168010482244656,0.098376924740671
"cor2381","ADNP2","ENSG00000244731","ENSG00000101544",0.00492779149272961,0.953091302212425,0.981421303364884
"cor2382","RBFA","ENSG00000244731","ENSG00000101546",-0.106513321106969,0.202266769476653,0.453678854450549
"cor2383","USP14","ENSG00000244731","ENSG00000101557",-0.183782562368326,0.0269139126635781,0.133016142855429
"cor2384","VAPA","ENSG00000244731","ENSG00000101558",-0.0887334508844257,0.288535640088821,0.553615542890588
"cor2385","METTL4","ENSG00000244731","ENSG00000101574",-0.0973327824718028,0.24415444601185,0.504354948425857
"cor2386","LPIN2","ENSG00000244731","ENSG00000101577",-0.0315476777403179,0.706403840398543,0.865400704710242
"cor2387","SMCHD1","ENSG00000244731","ENSG00000101596",0.139900372175019,0.0932871528915517,0.290277683242726
"cor2388","MYOM1","ENSG00000244731","ENSG00000101605",0.17649108361927,0.0337087071548696,0.153924271514564
"cor2389","MYL12A","ENSG00000244731","ENSG00000101608",0.349465015851271,1.64490133675278e-05,0.000798412185564333
"cor2390","CEP76","ENSG00000244731","ENSG00000101624",-0.324101324402383,6.984686593228e-05,0.00233493271405783
"cor2391","ST8SIA5","ENSG00000244731","ENSG00000101638",-0.178168527245312,0.0320289059674132,0.148880556769836
"cor2392","CEP192","ENSG00000244731","ENSG00000101639",-0.0122437173883841,0.883792473443452,0.95154725353311
"cor2393","RNMT","ENSG00000244731","ENSG00000101654",-0.296161548872191,0.000298176437426535,0.00656694131846815
"cor2394","SMAD7","ENSG00000244731","ENSG00000101665",0.186209070665164,0.0249292081470186,0.126191255278874
"cor2395","LIPG","ENSG00000244731","ENSG00000101670",0.374169063586443,3.54983019281416e-06,0.000242687860449846
"cor2396","LAMA1","ENSG00000244731","ENSG00000101680",0.391926036520085,1.0878293269099e-06,9.60195653143006e-05
"cor2397","RNF125","ENSG00000244731","ENSG00000101695",0.0706009913358466,0.39875655076917,0.657216481616868
"cor2398","ANKRD12","ENSG00000244731","ENSG00000101745",0.0852185424236024,0.30813609936012,0.573505186662892
"cor2399","NOL4","ENSG00000244731","ENSG00000101746",-0.108214424233957,0.195111874567236,0.444402699067122
"cor2400","POLI","ENSG00000244731","ENSG00000101751",0.0739867770468882,0.376469125630504,0.637021746586174
"cor2401","MIB1","ENSG00000244731","ENSG00000101752",-0.0285419837218083,0.733264862760885,0.879890524363288
"cor2402","RBBP8","ENSG00000244731","ENSG00000101773",0.028301445085975,0.735429029454039,0.880774154601345
"cor2403","RIOK3","ENSG00000244731","ENSG00000101782",0.0964671076834404,0.248394364371298,0.509519804799508
"cor2404","CSTF2","ENSG00000244731","ENSG00000101811",0.0958790132973399,0.251303652829373,0.512593423753678
"cor2405","MXRA5","ENSG00000244731","ENSG00000101825",-0.176309421459603,0.0338950193275292,0.154425388595053
"cor2406","VSIG1","ENSG00000244731","ENSG00000101842",0.00774175019822632,0.92636629910866,0.970418021184629
"cor2407","PSMD10","ENSG00000244731","ENSG00000101843",-0.0423737522454391,0.612815438972607,0.811566392152911
"cor2408","ATG4A","ENSG00000244731","ENSG00000101844",0.161258246633979,0.0526596781755337,0.203669049414197
"cor2409","STS","ENSG00000244731","ENSG00000101846",-0.213245003849223,0.0100159773087071,0.0700739112425704
"cor2410","TBL1X","ENSG00000244731","ENSG00000101849",0.300022418955279,0.000246075241736385,0.00575530243240797
"cor2411","GPR143","ENSG00000244731","ENSG00000101850",0.290170462421342,0.000399583460988807,0.00805857912638929
"cor2412","PGRMC1","ENSG00000244731","ENSG00000101856",-0.196273928726701,0.0179786659099943,0.102450173593675
"cor2413","POLA1","ENSG00000244731","ENSG00000101868",0.222553670261629,0.00713373217485888,0.0564002494094517
"cor2414","MID1","ENSG00000244731","ENSG00000101871",0.285809453045021,0.000492511944439895,0.00937518674741053
"cor2415","NKAP","ENSG00000244731","ENSG00000101882",0.024210567361402,0.772540846033244,0.900360287843583
"cor2416","RHOXF1","ENSG00000244731","ENSG00000101883",-0.0672972245728432,0.421244275310629,0.676336600935524
"cor2417","NXT2","ENSG00000244731","ENSG00000101888",0.216402989021386,0.00894006115647139,0.0650356015373676
"cor2418","RP3-324O17.4","ENSG00000244731","ENSG00000101898",-0.273822655610569,0.000860218620021143,0.0136690966167848
"cor2419","ALG13","ENSG00000244731","ENSG00000101901",-0.0630135449147775,0.451470974404547,0.701526068264471
"cor2420","PRPS2","ENSG00000244731","ENSG00000101911",-0.141745246720503,0.0890061293192645,0.282552528276231
"cor2421","MOSPD1","ENSG00000244731","ENSG00000101928",-0.156300304370176,0.0604673283884155,0.222418284841305
"cor2422","AMMECR1","ENSG00000244731","ENSG00000101935",0.203619643721557,0.0140307327846789,0.0878164416688477
"cor2423","CHRDL1","ENSG00000244731","ENSG00000101938",0.250058468317056,0.00241828284947422,0.0277633951725384
"cor2424","WDR13","ENSG00000244731","ENSG00000101940",0.0199614381204795,0.811639974926392,0.919444827432877
"cor2425","SUV39H1","ENSG00000244731","ENSG00000101945",0.00419233361633591,0.960085993958672,0.983550277651988
"cor2426","SRPX","ENSG00000244731","ENSG00000101955",0.487966136078329,4.80032313360772e-10,2.68964192273055e-07
"cor2427","GLRA2","ENSG00000244731","ENSG00000101958",-0.0935862181933598,0.262870239179494,0.525577344241119
"cor2428","XIAP","ENSG00000244731","ENSG00000101966",-0.0354671338380683,0.671917569312725,0.845640123760462
"cor2429","STAG2","ENSG00000244731","ENSG00000101972",0.155471236818627,0.0618612262611075,0.225422203542172
"cor2430","ATP11C","ENSG00000244731","ENSG00000101974",0.370702665502117,4.43611939197502e-06,0.000288001363246258
"cor2431","MCF2","ENSG00000244731","ENSG00000101977",-0.24827132891018,0.00260391981425812,0.0292178621213273
"cor2432","ABCD1","ENSG00000244731","ENSG00000101986",0.178877057871686,0.0313410076637551,0.146911176322257
"cor2433","CCDC22","ENSG00000244731","ENSG00000101997",0.0621970845281892,0.457366782705682,0.707102878116746
"cor2434","CACNA1F","ENSG00000244731","ENSG00000102001",-0.229298640136052,0.00553228315874276,0.0482534910773049
"cor2435","SYP","ENSG00000244731","ENSG00000102003",-0.198840782628736,0.0165015689236642,0.0971252426212656
"cor2436","PLP2","ENSG00000244731","ENSG00000102007",0.292775489724918,0.000352101441027783,0.00736612219241078
"cor2437","BMX","ENSG00000244731","ENSG00000102010",0.241254584740838,0.00346395109265112,0.0352340574890797
"cor2438","PLS3","ENSG00000244731","ENSG00000102024",-0.120648175233264,0.148315225785674,0.381314376997503
"cor2439","NAA10","ENSG00000244731","ENSG00000102030",-0.112731611171058,0.1770073205015,0.421449115806528
"cor2440","RENBP","ENSG00000244731","ENSG00000102032",0.250261995939693,0.00239792037029789,0.0276033942045814
"cor2441","ELF4","ENSG00000244731","ENSG00000102034",0.388143418513017,1.40771149787618e-06,0.000117418628305051
"cor2442","SMARCA1","ENSG00000244731","ENSG00000102038",0.129757280971973,0.119816318697579,0.337428736912198
"cor2443","MTMR8","ENSG00000244731","ENSG00000102043",-0.0892330712086401,0.285818625045237,0.550731702260097
"cor2444","ASB9","ENSG00000244731","ENSG00000102048",0.0251377538537137,0.764080897654204,0.895911535301253
